return_type,parameter,releases_and_transfers,units
Pollution Inventory,Caesium 134,Waste Water,g
Pollution Inventory,Caesium 134,Waste Water,kg
Pollution Inventory,Caesium 134,Waste Water,kt
Pollution Inventory,Caesium 134,Waste Water,mg
Pollution Inventory,Caesium 134,Waste Water,t
Pollution Inventory,Caesium 137,Air,g
Pollution Inventory,Caesium 137,Air,kg
Pollution Inventory,Caesium 137,Air,kt
Pollution Inventory,Caesium 137,Air,mg
Pollution Inventory,Caesium 137,Air,t
Pollution Inventory,Caesium 137,Controlled Water,g
Pollution Inventory,Caesium 137,Controlled Water,kg
Pollution Inventory,Caesium 137,Controlled Water,kt
Pollution Inventory,Caesium 137,Controlled Water,mg
Pollution Inventory,Caesium 137,Controlled Water,t
Pollution Inventory,Caesium 137,General,g
Pollution Inventory,Caesium 137,General,kg
Pollution Inventory,Caesium 137,General,kt
Pollution Inventory,Caesium 137,General,mg
Pollution Inventory,Caesium 137,General,t
Pollution Inventory,Caesium 137,Land,g
Pollution Inventory,Caesium 137,Land,kg
Pollution Inventory,Caesium 137,Land,kt
Pollution Inventory,Caesium 137,Land,mg
Pollution Inventory,Caesium 137,Land,t
Pollution Inventory,Caesium 137,Waste Overseas,g
Pollution Inventory,Caesium 137,Waste Overseas,kg
Pollution Inventory,Caesium 137,Waste Overseas,kt
Pollution Inventory,Caesium 137,Waste Overseas,mg
Pollution Inventory,Caesium 137,Waste Overseas,t
Pollution Inventory,Caesium 137,Waste Transfer,g
Pollution Inventory,Caesium 137,Waste Transfer,kg
Pollution Inventory,Caesium 137,Waste Transfer,kt
Pollution Inventory,Caesium 137,Waste Transfer,mg
Pollution Inventory,Caesium 137,Waste Transfer,t
Pollution Inventory,Caesium 137,Waste Water,g
Pollution Inventory,Caesium 137,Waste Water,kg
Pollution Inventory,Caesium 137,Waste Water,kt
Pollution Inventory,Caesium 137,Waste Water,mg
Pollution Inventory,Caesium 137,Waste Water,t
Pollution Inventory,Carbon 14,Air,g
Pollution Inventory,Carbon 14,Air,kg
Pollution Inventory,Carbon 14,Air,kt
Pollution Inventory,Carbon 14,Air,mg
Pollution Inventory,Carbon 14,Air,t
Pollution Inventory,Carbon 14,Controlled Water,g
Pollution Inventory,Carbon 14,Controlled Water,kg
Pollution Inventory,Carbon 14,Controlled Water,kt
Pollution Inventory,Carbon 14,Controlled Water,mg
Pollution Inventory,Carbon 14,Controlled Water,t
Pollution Inventory,Carbon 14,General,g
Pollution Inventory,Carbon 14,General,kg
Pollution Inventory,Carbon 14,General,kt
Pollution Inventory,Carbon 14,General,mg
Pollution Inventory,Carbon 14,General,t
Pollution Inventory,Carbon 14,Land,g
Pollution Inventory,Carbon 14,Land,kg
Pollution Inventory,Carbon 14,Land,kt
Pollution Inventory,Carbon 14,Land,mg
Pollution Inventory,Carbon 14,Land,t
Pollution Inventory,Carbon 14,Waste Overseas,g
Pollution Inventory,Carbon 14,Waste Overseas,kg
Pollution Inventory,Carbon 14,Waste Overseas,kt
Pollution Inventory,Carbon 14,Waste Overseas,mg
Pollution Inventory,Carbon 14,Waste Overseas,t
Pollution Inventory,Carbon 14,Waste Transfer,g
Pollution Inventory,Carbon 14,Waste Transfer,kg
Pollution Inventory,Carbon 14,Waste Transfer,kt
Pollution Inventory,Carbon 14,Waste Transfer,mg
Pollution Inventory,Carbon 14,Waste Transfer,t
Pollution Inventory,Carbon 14,Waste Water,g
Pollution Inventory,Carbon 14,Waste Water,kg
Pollution Inventory,Carbon 14,Waste Water,kt
Pollution Inventory,Carbon 14,Waste Water,mg
Pollution Inventory,Carbon 14,Waste Water,t
Pollution Inventory,Carbon dioxide,Air,g
Pollution Inventory,Carbon dioxide,Air,kg
Pollution Inventory,Carbon dioxide,Air,kt
Pollution Inventory,Carbon dioxide,Air,mg
Pollution Inventory,Carbon dioxide,Air,t
Pollution Inventory,Carbon dioxide,Controlled Water,g
Pollution Inventory,Carbon dioxide,Controlled Water,kg
Pollution Inventory,Carbon dioxide,Controlled Water,kt
Pollution Inventory,Carbon dioxide,Controlled Water,mg
Pollution Inventory,Carbon dioxide,Controlled Water,t
Pollution Inventory,Carbon dioxide,General,g
Pollution Inventory,Carbon dioxide,General,kg
Pollution Inventory,Carbon dioxide,General,kt
Pollution Inventory,Carbon dioxide,General,mg
Pollution Inventory,Carbon dioxide,General,t
Pollution Inventory,Carbon dioxide,Land,g
Pollution Inventory,Carbon dioxide,Land,kg
Pollution Inventory,Carbon dioxide,Land,kt
Pollution Inventory,Carbon dioxide,Land,mg
Pollution Inventory,Carbon dioxide,Land,t
Pollution Inventory,Carbon dioxide,Waste Overseas,g
Pollution Inventory,Carbon dioxide,Waste Overseas,kg
Pollution Inventory,Carbon dioxide,Waste Overseas,kt
Pollution Inventory,Carbon dioxide,Waste Overseas,mg
Pollution Inventory,Carbon dioxide,Waste Overseas,t
Pollution Inventory,Carbon dioxide,Waste Transfer,g
Pollution Inventory,Carbon dioxide,Waste Transfer,kg
Pollution Inventory,Carbon dioxide,Waste Transfer,kt
Pollution Inventory,Carbon dioxide,Waste Transfer,mg
Pollution Inventory,Carbon dioxide,Waste Transfer,t
Pollution Inventory,Carbon dioxide,Waste Water,g
Pollution Inventory,Carbon dioxide,Waste Water,kg
Pollution Inventory,Carbon dioxide,Waste Water,kt
Pollution Inventory,Carbon dioxide,Waste Water,mg
Pollution Inventory,Carbon dioxide,Waste Water,t
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Air,g
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Air,kg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Air,kt
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Air,mg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Air,t
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Controlled Water,g
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Controlled Water,kg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Controlled Water,kt
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Controlled Water,mg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Controlled Water,t
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,General,g
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,General,kg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,General,kt
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,General,mg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,General,t
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Land,g
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Land,kg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Land,kt
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Land,mg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Land,t
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Overseas,g
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Overseas,kg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Overseas,kt
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Overseas,mg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Overseas,t
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Transfer,g
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Transfer,kg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Transfer,kt
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Transfer,mg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Transfer,t
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Water,g
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Water,kg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Water,kt
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Water,mg
Pollution Inventory,Carbon Dioxide From Qualifying Renewable Fuel Sources,Waste Water,t
Pollution Inventory,Carbon monoxide,Air,g
Pollution Inventory,Carbon monoxide,Air,kg
Pollution Inventory,Carbon monoxide,Air,kt
Pollution Inventory,Carbon monoxide,Air,mg
Pollution Inventory,Carbon monoxide,Air,t
Pollution Inventory,Carbon monoxide,Controlled Water,g
Pollution Inventory,Carbon monoxide,Controlled Water,kg
Pollution Inventory,Carbon monoxide,Controlled Water,kt
Pollution Inventory,Carbon monoxide,Controlled Water,mg
Pollution Inventory,Carbon monoxide,Controlled Water,t
Pollution Inventory,Carbon monoxide,General,g
Pollution Inventory,Carbon monoxide,General,kg
Pollution Inventory,Carbon monoxide,General,kt
Pollution Inventory,Carbon monoxide,General,mg
Pollution Inventory,Carbon monoxide,General,t
Pollution Inventory,Carbon monoxide,Land,g
Pollution Inventory,Carbon monoxide,Land,kg
Pollution Inventory,Carbon monoxide,Land,kt
Pollution Inventory,Carbon monoxide,Land,mg
Pollution Inventory,Carbon monoxide,Land,t
Pollution Inventory,Carbon monoxide,Waste Overseas,g
Pollution Inventory,Carbon monoxide,Waste Overseas,kg
Pollution Inventory,Carbon monoxide,Waste Overseas,kt
Pollution Inventory,Carbon monoxide,Waste Overseas,mg
Pollution Inventory,Carbon monoxide,Waste Overseas,t
Pollution Inventory,Carbon monoxide,Waste Transfer,g
Pollution Inventory,Carbon monoxide,Waste Transfer,kg
Pollution Inventory,Carbon monoxide,Waste Transfer,kt
Pollution Inventory,Carbon monoxide,Waste Transfer,mg
Pollution Inventory,Carbon monoxide,Waste Transfer,t
Pollution Inventory,Carbon monoxide,Waste Water,g
Pollution Inventory,Carbon monoxide,Waste Water,kg
Pollution Inventory,Carbon monoxide,Waste Water,kt
Pollution Inventory,Carbon monoxide,Waste Water,mg
Pollution Inventory,Carbon monoxide,Waste Water,t
Pollution Inventory,Cerium 144,Air,g
Pollution Inventory,Cerium 144,Air,kg
Pollution Inventory,Cerium 144,Air,kt
Pollution Inventory,Cerium 144,Air,mg
Pollution Inventory,Cerium 144,Air,t
Pollution Inventory,Cerium 144,Controlled Water,g
Pollution Inventory,Cerium 144,Controlled Water,kg
Pollution Inventory,Cerium 144,Controlled Water,kt
Pollution Inventory,Cerium 144,Controlled Water,mg
Pollution Inventory,Cerium 144,Controlled Water,t
Pollution Inventory,Cerium 144,General,g
Pollution Inventory,Cerium 144,General,kg
Pollution Inventory,Cerium 144,General,kt
Pollution Inventory,Cerium 144,General,mg
Pollution Inventory,Cerium 144,General,t
Pollution Inventory,Cerium 144,Land,g
Pollution Inventory,Cerium 144,Land,kg
Pollution Inventory,Cerium 144,Land,kt
Pollution Inventory,Cerium 144,Land,mg
Pollution Inventory,Cerium 144,Land,t
Pollution Inventory,Cerium 144,Waste Overseas,g
Pollution Inventory,Cerium 144,Waste Overseas,kg
Pollution Inventory,Cerium 144,Waste Overseas,kt
Pollution Inventory,Cerium 144,Waste Overseas,mg
Pollution Inventory,Cerium 144,Waste Overseas,t
Pollution Inventory,Cerium 144,Waste Transfer,g
Pollution Inventory,Cerium 144,Waste Transfer,kg
Pollution Inventory,Cerium 144,Waste Transfer,kt
Pollution Inventory,Cerium 144,Waste Transfer,mg
Pollution Inventory,Cerium 144,Waste Transfer,t
Pollution Inventory,Cerium 144,Waste Water,g
Pollution Inventory,Cerium 144,Waste Water,kg
Pollution Inventory,Cerium 144,Waste Water,kt
Pollution Inventory,Cerium 144,Waste Water,mg
Pollution Inventory,Cerium 144,Waste Water,t
Pollution Inventory,Chlordane,Air,g
Pollution Inventory,Chlordane,Air,kg
Pollution Inventory,Chlordane,Air,kt
Pollution Inventory,Chlordane,Air,mg
Pollution Inventory,Chlordane,Air,t
Pollution Inventory,Chlordane,Controlled Water,g
Pollution Inventory,Chlordane,Controlled Water,kg
Pollution Inventory,Chlordane,Controlled Water,kt
Pollution Inventory,Chlordane,Controlled Water,mg
Pollution Inventory,Chlordane,Controlled Water,t
Pollution Inventory,Chlordane,General,g
Pollution Inventory,Chlordane,General,kg
Pollution Inventory,Chlordane,General,kt
Pollution Inventory,Chlordane,General,mg
Pollution Inventory,Chlordane,General,t
Pollution Inventory,Chlordane,Land,g
Pollution Inventory,Chlordane,Land,kg
Pollution Inventory,Chlordane,Land,kt
Pollution Inventory,Chlordane,Land,mg
Pollution Inventory,Chlordane,Land,t
Pollution Inventory,Chlordane,Waste Overseas,g
Pollution Inventory,Chlordane,Waste Overseas,kg
Pollution Inventory,Chlordane,Waste Overseas,kt
Pollution Inventory,Chlordane,Waste Overseas,mg
Pollution Inventory,Chlordane,Waste Overseas,t
Pollution Inventory,Chlordane,Waste Transfer,g
Pollution Inventory,Chlordane,Waste Transfer,kg
Pollution Inventory,Chlordane,Waste Transfer,kt
Pollution Inventory,Chlordane,Waste Transfer,mg
Pollution Inventory,Chlordane,Waste Transfer,t
Pollution Inventory,Chlordane,Waste Water,g
Pollution Inventory,Chlordane,Waste Water,kg
Pollution Inventory,Chlordane,Waste Water,kt
Pollution Inventory,Chlordane,Waste Water,mg
Pollution Inventory,Chlordane,Waste Water,t
Pollution Inventory,Chlordecone,Air,g
Pollution Inventory,Chlordecone,Air,kg
Pollution Inventory,Chlordecone,Air,kt
Pollution Inventory,Chlordecone,Air,mg
Pollution Inventory,Chlordecone,Air,t
Pollution Inventory,Chlordecone,Controlled Water,g
Pollution Inventory,Chlordecone,Controlled Water,kg
Pollution Inventory,Chlordecone,Controlled Water,kt
Pollution Inventory,Chlordecone,Controlled Water,mg
Pollution Inventory,Chlordecone,Controlled Water,t
Pollution Inventory,Chlordecone,General,g
Pollution Inventory,Chlordecone,General,kg
Pollution Inventory,Chlordecone,General,kt
Pollution Inventory,Chlordecone,General,mg
Pollution Inventory,Chlordecone,General,t
Pollution Inventory,Chlordecone,Land,g
Pollution Inventory,Chlordecone,Land,kg
Pollution Inventory,Chlordecone,Land,kt
Pollution Inventory,Chlordecone,Land,mg
Pollution Inventory,Chlordecone,Land,t
Pollution Inventory,Chlordecone,Waste Overseas,g
Pollution Inventory,Chlordecone,Waste Overseas,kg
Pollution Inventory,Chlordecone,Waste Overseas,kt
Pollution Inventory,Chlordecone,Waste Overseas,mg
Pollution Inventory,Chlordecone,Waste Overseas,t
Pollution Inventory,Chlordecone,Waste Transfer,g
Pollution Inventory,Chlordecone,Waste Transfer,kg
Pollution Inventory,Chlorpyrifos,Air,mg
Pollution Inventory,Chlordecone,Waste Transfer,kt
Pollution Inventory,Chlordecone,Waste Transfer,mg
Pollution Inventory,Chlordecone,Waste Transfer,t
Pollution Inventory,Chlordecone,Waste Water,g
Pollution Inventory,Chlordecone,Waste Water,kg
Pollution Inventory,Chlordecone,Waste Water,kt
Pollution Inventory,Chlordecone,Waste Water,mg
Pollution Inventory,Chlordecone,Waste Water,t
Pollution Inventory,Chlorfenvinphos,Air,g
Pollution Inventory,Chlorfenvinphos,Air,kg
Pollution Inventory,Chlorfenvinphos,Air,kt
Pollution Inventory,Chlorfenvinphos,Air,mg
Pollution Inventory,Chlorfenvinphos,Air,t
Pollution Inventory,Chlorfenvinphos,Controlled Water,g
Pollution Inventory,Chlorfenvinphos,Controlled Water,kg
Pollution Inventory,Chlorfenvinphos,Controlled Water,kt
Pollution Inventory,Chlorfenvinphos,Controlled Water,mg
Pollution Inventory,Chlorfenvinphos,Controlled Water,t
Pollution Inventory,Chlorfenvinphos,General,g
Pollution Inventory,Chlorfenvinphos,General,kg
Pollution Inventory,Chlorfenvinphos,General,kt
Pollution Inventory,Chlorfenvinphos,General,mg
Pollution Inventory,Chlorfenvinphos,General,t
Pollution Inventory,Chlorfenvinphos,Land,g
Pollution Inventory,Chlorfenvinphos,Land,kg
Pollution Inventory,Chlorfenvinphos,Land,kt
Pollution Inventory,Chlorfenvinphos,Land,mg
Pollution Inventory,Chlorfenvinphos,Land,t
Pollution Inventory,Chlorfenvinphos,Waste Overseas,g
Pollution Inventory,Chlorfenvinphos,Waste Overseas,kg
Pollution Inventory,Chlorfenvinphos,Waste Overseas,kt
Pollution Inventory,Chlorfenvinphos,Waste Overseas,mg
Pollution Inventory,Chlorfenvinphos,Waste Overseas,t
Pollution Inventory,Chlorfenvinphos,Waste Transfer,g
Pollution Inventory,Chlorfenvinphos,Waste Transfer,kg
Pollution Inventory,Chlorfenvinphos,Waste Transfer,kt
Pollution Inventory,Chlorfenvinphos,Waste Transfer,mg
Pollution Inventory,Chlorfenvinphos,Waste Transfer,t
Pollution Inventory,Chlorfenvinphos,Waste Water,g
Pollution Inventory,Chlorfenvinphos,Waste Water,kg
Pollution Inventory,Chlorfenvinphos,Waste Water,kt
Pollution Inventory,Chlorfenvinphos,Waste Water,mg
Pollution Inventory,Chlorfenvinphos,Waste Water,t
Pollution Inventory,Chloride,Air,g
Pollution Inventory,Chloride,Air,kg
Pollution Inventory,Chloride,Air,kt
Pollution Inventory,Chloride,Air,mg
Pollution Inventory,Chloride,Air,t
Pollution Inventory,Chloride,Controlled Water,g
Pollution Inventory,Chloride,Controlled Water,kg
Pollution Inventory,Chloride,Controlled Water,kt
Pollution Inventory,Chloride,Controlled Water,mg
Pollution Inventory,Chloride,Controlled Water,t
Pollution Inventory,Chloride,General,g
Pollution Inventory,Chloride,General,kg
Pollution Inventory,Chloride,General,kt
Pollution Inventory,Chloride,General,mg
Pollution Inventory,Chloride,General,t
Pollution Inventory,Chloride,Land,g
Pollution Inventory,Chloride,Land,kg
Pollution Inventory,Chloride,Land,kt
Pollution Inventory,Chloride,Land,mg
Pollution Inventory,Chloride,Land,t
Pollution Inventory,Chloride,Waste Overseas,g
Pollution Inventory,Chloride,Waste Overseas,kg
Pollution Inventory,Chloride,Waste Overseas,kt
Pollution Inventory,Chloride,Waste Overseas,mg
Pollution Inventory,Chloride,Waste Overseas,t
Pollution Inventory,Chloride,Waste Transfer,g
Pollution Inventory,Chloride,Waste Transfer,kg
Pollution Inventory,Chloride,Waste Transfer,kt
Pollution Inventory,Chloride,Waste Transfer,mg
Pollution Inventory,Chloride,Waste Transfer,t
Pollution Inventory,Chloride,Waste Water,g
Pollution Inventory,Chloride,Waste Water,kg
Pollution Inventory,Chloride,Waste Water,kt
Pollution Inventory,Chloride,Waste Water,mg
Pollution Inventory,Chloride,Waste Water,t
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Air,g
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Air,kg
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Air,kt
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Air,mg
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Air,t
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Controlled Water,g
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Controlled Water,kg
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Controlled Water,kt
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Controlled Water,mg
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Controlled Water,t
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,General,g
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,General,kg
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,General,kt
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,General,mg
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,General,t
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Land,g
Pollution Inventory,Chlorine and inorganic chlorine compounds - as HCl,Land,kg
